decade,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1980,0.11057692307692307,0.4951923076923077,0.1875,0.11538461538461539,0.0673076923076923,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.0,0.004807692307692308
1990,0.12962962962962962,0.26851851851851855,0.26851851851851855,0.19753086419753085,0.033950617283950615,0.009259259259259259,0.024691358024691357,0.009259259259259259,0.0,0.0030864197530864196,0.037037037037037035,0.009259259259259259,0.009259259259259259,0.0
2000,0.3311036789297659,0.20066889632107024,0.15384615384615385,0.10367892976588629,0.05016722408026756,0.006688963210702341,0.016722408026755852,0.033444816053511704,0.0,0.030100334448160536,0.006688963210702341,0.03678929765886288,0.010033444816053512,0.020066889632107024
2010,0.507537688442211,0.09547738693467336,0.10552763819095477,0.10050251256281408,0.04522613065326633,0.06030150753768844,0.02512562814070352,0.02512562814070352,0.010050251256281407,0.005025125628140704,0.007537688442211055,0.002512562814070352,0.010050251256281407,0.0
2020,0.5457317073170732,0.08384146341463415,0.09908536585365854,0.04725609756097561,0.06402439024390244,0.036585365853658534,0.010670731707317074,0.021341463414634148,0.036585365853658534,0.018292682926829267,0.004573170731707317,0.0,0.024390243902439025,0.007621951219512195
